[start]
20160101	0	20300101	0	50700	999999	0	0	2	202	1	You can get a Cat Ticket everyday!	Bonus for daily log in!<br>You got a Cat Ticket!	7	0	1
20160101	0	20300101	0	50700	999999	0	0	32	203	1	Congrats! Tutorial cleared!	Here a Rare Ticket! Let's collect a cool Cat!	1	1	0
20160101	0	20300101	0	50700	999999	0	0	139	303	0		https://ponos.s3.dualstack.ap-northeast-1.amazonaws.com/information/appli/battlecats/notice/en/clear_japan/index.html	1	1	0
20170919	0	20300101	0	60400	999999	0	0	50321	804	0			7	1	0
20181217	1100	20300101	0	80000	999999	0	0	5100	930	0	Officer's Club Login Stamps!	An exclusive Gold Card member's gift for you!<br>Enjoy another 30 Cat Food each day, up to 600 Cat Food total!	7	0	1
20190601	1100	20190819	1100	80500	999999	0	0	50622	301	0			7	0	0
20190601	1100	20190819	1100	80500	999999	0	0	50623	302	0			7	0	0
20190805	1100	20190807	1100	80700	999999	0	0	50680	303	0		https://ponosgames.com/information/appli/battlecats/event/en/ranking_startL1.html	7	0	0
20190804	1100	20190807	1100	80700	999999	0	0	975	300	0		https://ponosgames.com/information/appli/battlecats/event/en/20190804.html	7	0	1
20190805	1100	20190819	1100	80700	999999	0	0	80020	11001	0			7	0	0
20190807	1100	20190809	1100	80700	999999	0	0	50682	303	0		https://ponosgames.com/information/appli/battlecats/event/en/20190807L1.html	7	0	1
20190807	1100	20190810	1100	80700	999999	0	0	976	300	0		https://ponosgames.com/information/appli/battlecats/event/en/20190807.html	7	0	1
20190809	0	20190812	0	80700	999999	0	0	50683	800	0			7	0	0
20190810	1100	20190812	1100	80700	999999	0	0	977	300	0		https://ponosgames.com/information/appli/battlecats/event/en/20190810.html	7	0	1
20190819	1100	20190903	0	80700	999999	0	0	1515	200	20	45M DLs Celebration!	Thanks to you, we've reached 45 million installs worldwide!<br>Enjoy a 20 Cat Food reward each day until September 2nd!	7	0	1
20190812	1100	20190814	1100	80700	999999	0	0	50686	303	0		https://ponosgames.com/information/appli/battlecats/event/en/20190812L1.html	7	0	1
20190812	1100	20190814	1100	80700	999999	0	0	50688	303	0		https://ponosgames.com/information/appli/battlecats/event/en/ranking_resultL1.html	7	0	0
20190812	1100	20190814	1100	80700	999999	0	0	978	300	0		https://ponosgames.com/information/appli/battlecats/event/en/20190812.html	7	0	1
20190814	1100	20190816	1100	80700	999999	0	0	979	300	0		https://ponosgames.com/information/appli/battlecats/event/en/20190814.html	7	0	1
20190816	0	20190819	0	80700	999999	0	0	50689	801	0			300	0	0
20190816	1100	20190818	1100	80700	999999	0	0	50691	303	0		https://ponosgames.com/information/appli/battlecats/event/en/20190816L1.html	300	0	1
20190816	1100	20190819	1100	80700	999999	0	0	980	300	0		https://ponosgames.com/information/appli/battlecats/event/en/20190816.html	7	0	1
20190819	1100	20300101	0	80700	999999	0	0	50692	301	0			7	0	0
20190819	1100	20300101	0	80700	999999	0	0	50693	302	0			7	0	0
20190819	1100	20190821	1100	80700	999999	0	0	50694	303	0		https://ponosgames.com/information/appli/battlecats/event/en/20190819L1.html	7	0	1
20190819	1100	20190821	1100	80700	999999	0	0	50695	303	0		https://ponosgames.com/information/appli/battlecats/event/en/shokaiL1.html	7	0	0
20190819	1100	20190821	1100	80700	999999	0	0	50696	303	0		https://ponosgames.com/information/appli/battlecats/event/en/towerL1.html	7	0	1
20190819	1100	20190821	1100	80700	999999	0	0	981	300	0		https://ponosgames.com/information/appli/battlecats/event/en/20190819.html	7	0	1
20190821	1100	20190826	1100	80700	999999	0	0	50697	303	0		https://ponosgames.com/information/appli/battlecats/event/en/kakuteiL1.html	7	0	1
20190821	1100	20190824	1100	80700	999999	0	0	982	300	0		https://ponosgames.com/information/appli/battlecats/event/en/20190821.html	7	0	1
20190823	0	20190826	0	80700	999999	0	0	50698	800	0			7	0	0
20190824	1100	20190826	1100	80700	999999	0	0	983	300	0		https://ponosgames.com/information/appli/battlecats/event/en/20190824.html	7	0	1
20190826	1100	20190829	1100	80700	999999	0	0	984	300	0		https://ponosgames.com/information/appli/battlecats/event/en/20190826.html	7	0	1
20190830	1100	20190901	1100	80700	999999	0	0	50699	303	0		https://ponosgames.com/information/appli/battlecats/event/en/20190830L1.html	7	0	1
20190829	1100	20190901	1100	80700	999999	0	0	985	300	0		https://ponosgames.com/information/appli/battlecats/event/en/20190829.html	7	0	1
20190830	0	20190902	0	80700	999999	0	0	50700	801	0			300	0	0
20190901	0	20190902	0	80700	999999	0	0	50701	802	0			7	0	0
20190808	0	20190814	0	80800	999999	0	0	1514	203	1	New Update Reward!	Thanks for picking up Version 8.8!<br>Enjoy a Rare Ticket to celebrate!	7	0	0
[end]
